"","condominiumIndicator","communityRatingSystemDiscount","dateOfLoss","elevatedBuildingIndicator","latitude","longitude","locationOfContents","lowestFloorElevation","numberOfFloorsInTheInsuredBuilding","occupancyType","primaryResidence","totalAmount","totalCoverage"
"33470","0","2",1983-03-02,"0",35.4,-118.5,"2",0,"2","2","0",10000,45000
"33483","0","3",1978-03-01,"0",36.9,-121.9,"1",0,"3","2","0",210.33,43500
"33488","0","2",1996-04-16,"0",36.8,-119.8,"2",0,"2","2","1",20661.63,125000
"33489","0","2",1998-01-29,"0",36.8,-119.8,"2",0,"2","2","1",22012.96,155000
"33502","0","1",1982-01-04,"0",37.9,-122.5,"2",0,"2","2","0",1230.6,35000
"33505","0","1",1980-02-16,"0",34.2,-117.6,"2",0,"2","2","0",787.26,45000
"33510","0","2",1986-02-17,"0",38.8,-121.6,"1",0,"3","2","0",2335.93,45000
"33514","0","2",1995-03-10,"0",38.3,-122.3,"2",0,"2","3","0",6138.49,67000
"33519","0","2",1992-02-11,"0",34.1,-118.6,"2",0,"2","2","0",384.43,217700
"33529","0","1",1986-02-14,"0",41.5,-124,"2",0,"2","3","0",210.19,9000
"33531","0","2",1982-01-04,"0",38,-122.6,"2",0,"2","2","0",7000,27000
"33536","0","2",1986-02-15,"0",38,-122.6,"2",0,"2","2","0",257.2,45000
"33542","0","1",1986-02-17,"0",40.6,-124.1,"2",0,"2","3","0",553,23200
"33548","0","2",1983-01-27,"0",34,-118.7,"3",0,"3","2","0",31047.15,245000
"33551","0","2",1982-01-04,"0",38.1,-122.6,"2",0,"2","2","0",6655,7000
"33553","0","1",1982-01-04,"0",38,-122.4,"2",0,"2","3","0",30782.38,50000
"33559","0","2",1983-03-02,"0",39,-122.9,"2",0,"2","2","0",2714.5,59500
"33560","0","2",1986-02-18,"0",39,-122.9,"2",0,"2","2","0",10793,59500
"33561","0","1",1997-01-01,"0",41.1,-122.3,"2",0,"2","2","0",17052.02,114300
"33566","0","1",1982-01-04,"0",38,-122.1,"1",0,"3","2","0",400.66,45000
"33570","0","1",1983-03-02,"0",34,-118,"2",0,"2","2","0",200,49000
"33578","0","2",1982-01-04,"0",37.1,-122.1,"2",0,"2","2","0",10000,45000
"33579","0","2",1983-01-27,"0",37.5,-122.3,"2",0,"2","3","0",22988.07,35000
"33594","0","3",1983-01-27,"0",33.7,-118.1,"3",0,"1","2","0",1508.1,200000
"33600","0","1",1993-01-14,"0",35.6,-121.1,"2",0,"2","3","0",8400,16100
"33602","0","1",1986-02-13,"0",35.6,-121.1,"2",0,"2","3","0",3115.5,11400
"33603","0","1",1982-01-04,"0",37,-121.6,"3",0,"3","2","0",5053.93,45000
"33605","0","1",1983-03-01,"0",40.1,-122.1,"2",0,"2","2","0",1488,15200
"33613","0","1",1983-01-27,"0",38.5,-123,"1",0,"3","2","0",3365.8,49000
"33615","0","1",1982-01-04,"0",37.6,-122.4,"3",0,"3","3","0",589.91,260000
"33622","0","2",1983-01-27,"0",38.2,-122.6,"2",0,"2","2","0",380,60000
"33624","0","1",1983-01-27,"0",40.2,-122.2,"2",0,"2","2","0",2579.14,38000
"33632","0","2",1986-02-19,"0",38.4,-122.3,"2",0,"2","2","0",1585,58200
"33635","0","1",1982-01-04,"0",37.9,-122.5,"2",0,"2","3","0",743.92,20000
"33636","0","1",1983-01-27,"0",37.9,-122.5,"2",0,"2","3","0",10000,30000
"33637","0","1",1983-01-28,"0",37.9,-122.5,"2",0,"2","3","0",10000,30000
"33639","0","1",1982-01-04,"0",37.6,-122.4,"3",0,"3","3","0",2837.94,260000
"33640","0","1",1982-01-04,"0",37.6,-122.4,"3",0,"3","3","0",202.79,260000
"33643","0","1",1982-01-04,"0",37.6,-122.4,"3",0,"3","3","0",2583.48,260000
"33647","0","1",1986-02-17,"0",40.3,-123.9,"2",0,"2","2","0",4670,83600
"33651","0","1",1983-01-27,"0",33.7,-118.1,"3",0,"1","2","0",3999.97,175500
"33655","0","2",1982-01-04,"0",38.1,-122.6,"2",0,"2","2","0",1283.27,42000
"33656","0","2",1986-02-15,"0",39.1,-122.9,"3",0,"3","2","0",5984,220100
"33657","0","1",1982-01-04,"0",37.9,-122.3,"3",0,"3","1","0",5884.7,17500
"33662","0","2",1995-03-07,"0",39,-122.7,"2",1328.1,"2","3","0",11036.8,230000
"33663","0","1",1983-03-01,"0",40,-122.1,"3",0,"3","2","0",5268.75,16300
"33665","0","1",1997-01-22,"0",38.8,-121.2,"2",0,"2","2","1",1032,231600
"33670","0","1",1983-01-27,"0",33.7,-118.1,"3",0,"3","2","0",4961.89,236000
"33671","0","2",1982-01-04,"0",38.2,-122.6,"2",0,"2","2","0",14070,117000
"33672","0","2",1998-02-08,"0",34,-118.9,"3",0,"3","2","0",66200,290100
"33674","0","3",1983-01-27,"0",34.3,-119.4,"2",0,"2","2","0",4245,40000
"33685","0","1",1982-01-04,"0",37.9,-122.5,"2",0,"2","2","0",10000,45000
"33690","0","4",1986-02-19,"0",38.7,-121.4,"2",0,"2","3","0",6201,61900
"33696","0","2",1983-03-02,"0",39.1,-122.9,"3",0,"3","2","0",19522,119000
"33701","0","1",1982-01-04,"0",38,-122.5,"2",0,"2","3","0",1e+05,100000
"33709","0","1",1982-01-04,"0",38.4,-122.8,"2",0,"2","2","0",460.55,45000
"33710","0","1",1995-01-09,"0",37.8,-122.2,"2",0,"2","3","0",430.44,101400
"33721","0","2",1986-02-18,"0",39,-122.9,"2",0,"2","2","0",2228.82,120000
"33723","0","2",1986-02-17,"0",38.4,-122,"3",0,"3","2","0",410.08,49000
"33726","0","1",1986-02-14,"0",38,-122.5,"2",0,"2","3","0",6069.87,110300
"33746","0","4",1986-02-18,"0",38.3,-121.5,"2",0,"2","2","0",15000,50000
"33750","0","1",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",1825.73,45000
"33751","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",275,124400
"33755","0","3",1986-02-18,"0",38,-121.6,"3",0,"3","2","0",872.85,45000
"33756","0","2",1986-02-18,"0",38,-122.4,"3",0,"3","2","0",2019,23700
"33759","0","2",1986-02-17,"0",38,-122.5,"3",0,"3","2","0",588.75,53400
"33761","0","3",1983-03-02,"0",33.6,-117.8,"2",0,"2","2","0",5300,13800
"33763","0","1",1977-09-10,"0",33.4,-116,"1",0,"2","2","0",3028,25000
"33774","0","4",1995-01-11,"0",38.7,-121.3,"2",0,"2","2","0",25324.28,119500
"33777","0","1",1981-04-21,"0",33.4,-116,"2",0,"2","2","0",269.8,45000
"33779","0","1",1983-03-01,"0",39.9,-122.1,"2",0,"2","3","0",417.23,20000
"33780","0","2",1983-03-02,"0",34,-118.6,"2",0,"2","2","0",475,10000
"33783","0","1",1997-01-22,"0",38.8,-121.2,"1",0,"3","2","1",2974.63,237000
"33785","0","2",1986-02-18,"0",37.1,-121.6,"2",0,"2","2","0",8665,49000
"33787","0","1",1986-02-17,"0",38,-122.5,"2",0,"2","3","0",2037.39,31500
"33789","0","4",1995-01-09,"0",38.7,-121.2,"2",0,"2","2","0",9266.3,14100
"33792","0","2",1983-01-27,"0",37.5,-122.2,"2",0,"2","3","0",1690.71,5300
"33794","0","1",1986-02-18,"0",38.1,-122.2,"2",0,"2","2","0",770,115000
"33796","0","1",1983-01-27,"0",38,-122.5,"2",0,"2","3","0",105000,105000
"33797","0","2",1977-08-15,"0",33.3,-116.4,"1",0,"3","2","0",2902,45000
"33800","0","4",1995-01-08,"0",38.6,-121.4,"2",0,"2","2","1",22808,137800
"33804","0","1",1977-02-09,"0",33.4,-116,"1",0,"3","3","0",800,6000
"33806","0","1",1977-08-15,"0",33.2,-115.6,"3",0,"1","2","0",4607.5,35000
"33810","0","2",1986-02-17,"0",38,-122.6,"2",0,"2","2","0",1169,53400
"33811","0","2",1983-01-27,"0",38.3,-122.3,"2",0,"2","3","0",5274.04,70000
"33812","0","2",1986-02-18,"0",38.3,-122.3,"2",0,"2","3","0",70168.17,73500
"33816","0","2",1983-01-27,"0",33.6,-117.9,"3",0,"3","2","0",7124,245000
"33817","0","2",1983-03-02,"0",33.6,-117.9,"3",0,"3","2","0",591,245000
"33820","0","1",1980-03-08,"0",34.1,-118.1,"2",0,"2","2","0",229.95,17500
"33822","0","1",1983-01-27,"0",38,-122.5,"2",0,"2","3","0",2564.28,20000
"33825","0","2",1983-03-01,"0",39,-122.8,"2",0,"2","2","0",802,55000
"33826","0","4",1986-02-19,"0",38.2,-121.5,"2",0,"2","2","0",11827.58,22100
"33836","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",8097.6,58200
"33837","0","2",1983-01-27,"0",37,-121.9,"2",0,"2","2","0",4778.34,45000
"33839","0","2",1986-02-17,"0",38.2,-122.6,"2",0,"2","2","0",10000,45000
"33841","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",4305.5,91500
"33844","0","4",1986-02-19,"0",38.7,-121.2,"2",0,"2","2","0",666.86,10500
"33849","0","1",1983-01-27,"0",38.2,-121.7,"2",0,"2","2","0",653,136000
"33850","0","1",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",10000,20000
"33854","0","2",1983-01-27,"0",34.1,-118.4,"1",0,"3","2","0",2500,245000
"33856","0","1",1979-08-13,"0",33.3,-115.6,"2",0,"2","2","0",2000,11700
"33866","0","1",1978-06-28,"0",34,-118.4,"1",0,"3","2","0",600,21700
"33867","0","1",1995-01-09,"0",37.9,-122.3,"2",0,"2","2","1",7366,72800
"33868","0","1",1997-01-01,"0",37.9,-122.3,"2",0,"2","2","1",760.1,72800
"33870","0","1",1986-02-18,"0",39.5,-121.6,"2",0,"2","3","0",11600,18300
"33871","0","1",1986-02-18,"0",39.5,-121.6,"2",0,"2","3","0",22100,28200
"33872","0","1",1986-02-18,"0",39.5,-121.6,"2",0,"2","3","0",23200,36500
"33873","0","3",1983-01-27,"0",40,-122.1,"2",0,"2","2","0",127.2,86500
"33874","0","3",1983-03-01,"0",40,-122.1,"2",0,"2","2","0",2138,86500
"33882","0","2",1983-03-02,"0",34.1,-118.8,"2",0,"2","2","0",574,10500
"33887","0","1",1982-12-09,"0",32.8,-116.9,"2",0,"2","2","0",3000,23000
"33892","0","1",1983-01-27,"0",38,-122.5,"2",0,"2","3","0",30000,30000
"33893","0","1",1986-02-17,"0",38,-122.5,"2",0,"2","3","0",11926.7,33100
"33894","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",19849,74000
"33895","0","1",1983-02-28,"0",37,-121.9,"3",0,"3","2","0",426,45000
"33896","0","2",1983-01-27,"0",34,-118.4,"3",0,"3","2","0",706.3,60000
"33898","0","2",2003-03-14,"0",38.3,-122.3,"2",0,"2","3","0",8099.42,1000000
"33899","0","1",1986-02-18,"0",38.1,-122.2,"2",0,"2","2","0",992.29,124500
"33900","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",17278.38,86000
"33901","0","2",1986-02-14,"0",38,-122.6,"2",0,"3","3","0",1918.78,22100
"33907","0","1",1977-08-15,"0",32.8,-115.6,"1",0,"2","2","0",8458.86,34000
"33915","0","2",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",4938.25,49000
"33918","0","2",1998-02-02,"1",37,-122,"3",0,"3","2","1",4251.96,142800
"33919","0","2",1983-01-27,"0",37.9,-122.5,"2",0,"2","2","0",1109,49000
"33925","0","1",1980-03-02,"0",33.4,-116,"2",0,"2","3","0",1000,8300
"33926","0","1",1981-04-21,"0",33.4,-116,"2",0,"2","3","0",1000,9000
"33930","0","2",1983-01-27,"0",37.9,-122.6,"2",0,"2","2","0",1143.18,45000
"33932","0","2",1983-03-02,"0",34,-118.7,"3",0,"3","2","0",16680.12,245000
"33938","0","2",1996-04-16,"0",36.9,-119.8,"2",0,"2","2","1",5376.7,125000
"33941","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",1584.87,35200
"33942","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",8261.7,49000
"33945","0","1",1983-01-27,"0",38.5,-123,"2",0,"2","3","0",10000,10000
"33950","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",2019.64,70500
"33968","0","1",1986-02-17,"0",38.5,-122.9,"2",0,"2","3","0",10500,14500
"33970","0","1",1986-02-18,"0",38.1,-122.3,"2",0,"2","2","0",519,89800
"33974","0","2",1983-01-27,"0",37.9,-122.5,"3",0,"3","2","0",1782.6,45000
"33975","0","4",1986-02-17,"0",38.6,-121.6,"3",0,"3","2","0",7950,245000
"33976","0","1",1983-01-27,"0",33.7,-118.1,"3",0,"3","2","0",2929.4,190000
"33986","0","1",1986-02-14,"0",38,-122.5,"2",0,"2","2","0",700,10000
"33993","0","1",1982-12-09,"0",32.8,-115.5,"2",0,"2","2","0",670,32100
"33996","0","2",1983-03-01,"0",37.9,-122.6,"3",0,"3","2","0",5974.26,49000
"33998","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",4725,100000
"34000","0","1",1983-03-02,"0",34.1,-118.8,"3",0,"3","2","0",1403.54,23000
"34001","0","1",1997-01-03,"0",38.9,-120,"3",0,"3","2","1",516.65,224000
"34002","0","2",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",9777.1,10000
"34004","0","2",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",2054.56,45000
"34010","0","1",1986-02-18,"0",38.1,-122.3,"2",0,"2","2","0",90,56400
"34011","0","1",1983-01-27,"0",37.9,-122.5,"2",0,"2","2","0",6743.17,10000
"34012","0","1",1983-03-01,"0",37.9,-122.5,"2",0,"2","2","0",1376,10000
"34017","0","2",1986-02-17,"0",38.5,-122.4,"2",177.6,"2","2","0",3395.45,228000
"34018","0","2",1983-01-27,"0",38.1,-122.6,"2",0,"2","2","0",72.02,8500
"34020","0","3",1986-02-17,"0",38.5,-121.4,"3",0,"1","2","0",1522,12600
"34022","0","2",1998-02-02,"0",38.2,-122.6,"2",0,"2","2","1",245.9,14800
"34023","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",10000,45000
"34027","0","1",1983-01-27,"0",37.5,-122.4,"2",0,"2","3","0",26178.14,300000
"34028","0","2",1998-02-02,"0",38.2,-122.6,"2",0,"2","2","1",513.5,41200
"34034","0","1",1986-02-18,"0",38.1,-122.3,"2",0,"2","2","0",4363,66000
"34036","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",6572.49,80000
"34040","0","2",1986-02-14,"0",38,-122.6,"2",0,"2","3","0",7414.63,40000
"34042","0","1",1986-02-18,"0",38,-122.4,"2",0,"2","2","0",5762.95,150000
"34044","0","1",1982-01-04,"0",38,-122.1,"2",0,"2","3","0",10420.68,80000
"34054","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",1839.5,103500
"34056","0","2",1982-01-04,"0",37.9,-122.5,"2",0,"2","3","0",550.1,10000
"34057","0","2",1983-01-27,"0",38,-122.5,"1",0,"3","2","0",2000,7000
"34061","0","2",1980-02-21,"0",33.2,-116.4,"2",0,"2","2","0",3481.55,45000
"34069","0","1",1986-02-18,"0",38.1,-122.3,"2",0,"2","2","0",1598.45,70000
"34083","0","1",1984-07-21,"0",33.1,-115.5,"2",0,"2","3","0",2531.71,5000
"34084","0","1",1984-07-21,"0",33.1,-115.4,"3",0,"1","2","0",7099.37,45000
"34089","0","2",1980-01-29,"0",33,-116.9,"2",0,"2","2","0",7797.88,45000
"34092","0","2",1983-01-27,"0",37.9,-122.5,"2",0,"2","2","0",701.4,20000
"34095","0","1",1979-08-15,"0",33.4,-116,"2",0,"2","3","0",274.17,5400
"34096","0","2",1980-02-21,"0",33.3,-116.4,"2",0,"2","2","0",3062.47,22100
"34097","0","1",1986-02-18,"0",38.1,-122.2,"2",0,"2","2","0",611.29,70000
"34098","0","2",1986-02-18,"0",38,-122.4,"2",0,"2","2","0",3571,108100
"34105","0","2",1983-03-01,"0",37,-121.9,"3",0,"3","2","0",2500,45000
"34110","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",10000,70000
"34115","0","2",1983-01-27,"0",34.1,-118.8,"3",0,"2","1","0",5285,10000
"34120","0","2",1980-02-20,"0",33,-116.9,"2",0,"2","2","0",1426.8,45000
"34121","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",197.47,53400
"34126","0","1",1986-02-18,"0",38,-122.5,"2",0,"2","3","0",4548.99,28000
"34130","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",140.5,85000
"34131","0","3",1986-02-18,"0",38.6,-121.4,"2",0,"2","2","0",150,108000
"34136","0","2",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",3100,11600
"34140","0","2",1986-02-18,"0",38,-122.4,"2",0,"2","2","0",791.72,128000
"34144","0","4",1997-01-21,"0",38.9,-121.1,"2",0,"2","3","0",6825.95,26300
"34152","0","2",1986-02-15,"0",38.1,-122.6,"2",0,"2","2","0",3626.9,24200
"34156","0","1",1986-02-18,"0",38.1,-122.3,"2",0,"2","2","0",3660.28,171800
"34157","0","2",1983-02-28,"0",34.2,-118.4,"2",0,"2","2","0",2516.33,245000
"34164","0","2",1983-03-01,"0",39,-122.9,"2",0,"2","2","0",25000,41000
"34166","0","1",1981-04-21,"0",33.9,-118.2,"2",0,"2","2","0",1801.75,34800
"34173","0","2",1986-02-18,"0",38,-122.4,"2",0,"2","2","0",6771.06,80500
"34176","0","1",1983-03-02,"0",33.1,-117.1,"3",0,"2","3","0",270.84,5000
"34177","0","1",1983-01-27,"0",38,-122.5,"3",0,"3","3","0",3885.62,64000
"34180","0","1",1983-03-02,"0",37.4,-122,"3",0,"3","2","0",10686.9,35000
"34181","0","1",1986-02-18,"0",38.1,-122.2,"2",0,"2","2","0",2296.85,60300
"34182","0","2",1980-02-12,"0",32.9,-116.9,"2",0,"2","3","0",5000,13000
"34186","0","2",1998-02-02,"1",38.2,-122.6,"2",0,"2","2","1",675,188600
"34188","0","2",1980-02-20,"0",32.8,-117,"2",0,"1","2","0",3697.6,32000
"34190","0","4",1986-02-19,"0",38.8,-121.3,"2",0,"2","2","0",11000,53400
"34195","0","2",1978-03-31,"0",32.8,-117.3,"1",0,"3","2","0",204.25,45000
"34197","0","1",1983-03-02,"0",33.1,-117.2,"2",0,"2","3","0",2145.29,100000
"34208","0","2",1983-01-27,"0",37.3,-121.9,"2",0,"2","2","0",6744.6,45000
"34209","0","2",1986-02-14,"0",38.1,-122.8,"1",0,"3","2","0",2020,26000
"34212","0","2",1983-01-27,"0",38.2,-122.6,"2",0,"2","3","0",16188.07,30000
"34213","0","2",1983-02-28,"0",38.2,-122.6,"2",0,"2","3","0",21461.8,30000
"34219","0","2",1980-02-20,"0",32.8,-117,"2",0,"2","3","0",7500,10300
"34225","0","1",1986-02-18,"0",38.1,-122.2,"2",0,"2","2","0",2686.03,87000
"34231","0","2",1980-02-20,"0",32.9,-116.9,"2",0,"2","2","0",8698.31,45000
"34233","0","2",1983-03-01,"0",38.2,-121.6,"2",0,"2","2","0",1437.29,10000
"34235","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","2","1",3189.06,350000
"34237","0","2",1983-03-02,"0",32.8,-117,"2",0,"2","3","0",2757.69,11300
"34240","0","3",1983-01-27,"0",38,-121.7,"2",0,"2","2","0",2150.82,10000
"34241","0","3",1983-03-01,"0",38,-121.7,"2",0,"2","2","0",1220,10000
"34242","0","2",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",5793.63,45000
"34243","0","2",1983-03-01,"0",38.1,-122.6,"2",0,"2","2","0",256.72,7000
"34248","0","1",1997-12-06,"0",33.6,-117.8,"2",0,"2","3","0",26001,95300
"34251","0","1",1997-12-05,"0",33.9,-118.4,"3",0,"1","1","1",5305,310000
"34252","0","2",2005-12-31,"0",38.3,-122.7,"2",0,"2","2","0",137805.19,500000
"34256","0","1",2000-03-05,"0",33.8,-118.3,"2",0,"2","2","1",3583.52,125000
"34263","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","3","0",29000,35700
"34272","0","2",1983-01-27,"0",34.1,-118.6,"3",0,"3","2","0",5744,80000
"34273","0","2",1983-03-02,"0",34.1,-118.6,"3",0,"3","2","0",2636,80000
"34274","0","2",1979-01-31,"0",32.8,-117,"2",0,"2","3","0",53.09,10000
"34276","0","1",1983-03-01,"0",37.1,-121.6,"2",0,"2","2","0",579.2,45000
"34278","0","2",1980-02-21,"0",33,-117,"2",0,"2","2","0",6854.97,45000
"34283","0","1",1997-12-06,"0",33.5,-117.8,"2",0,"2","3","0",10363.39,250000
"34287","0","2",1983-01-27,"0",37.9,-122.5,"2",0,"3","1","0",6100,12200
"34289","0","2",1983-01-27,"0",37.9,-122.5,"2",0,"2","2","0",9172.75,45000
"34296","0","2",1980-02-16,"0",33,-117.2,"2",0,"2","2","0",760,45000
"34311","0","2",2002-12-16,"0",38.3,-122.1,"3",0,"3","2","1",2720.76,310000
"34320","0","2",2005-12-31,"0",37.9,-122.1,"2",0,"2","2","1",3829.75,350000
"34326","0","1",1982-12-09,"0",32.7,-116,"2",0,"2","1","0",237.25,32500
"34328","0","2",2004-10-20,"0",33.8,-117.8,"2",0,"2","2","1",23140.63,310000
"34331","0","1",1986-02-17,"0",38.1,-122.3,"2",0,"2","2","0",3532.5,45000
"34334","0","2",1983-01-27,"0",33,-117.3,"3",0,"1","3","0",1e+05,200000
"34338","0","2",1980-02-20,"0",32.9,-116.9,"2",0,"2","2","0",4573.6,45000
"34341","0","1",1983-01-27,"0",34.3,-119.4,"3",0,"3","2","0",10000,45000
"34345","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",4812.01,118100
"34346","0","1",1983-01-27,"0",38,-122.1,"2",0,"2","3","0",6203.88,15100
"34348","0","2",2001-01-12,"0",34.3,-118.5,"2",0,"2","2","1",9131,310000
"34355","0","2",1980-02-20,"0",32.9,-116.9,"2",0,"2","2","0",2500,22500
"34360","0","2",1983-01-27,"0",34,-118.7,"3",0,"3","2","0",1052,245000
"34363","0","2",1980-02-20,"0",32.9,-116.9,"2",0,"2","2","0",5508.59,45000
"34369","0","2",1979-01-31,"0",32.9,-116.9,"2",0,"2","2","0",572.02,45000
"34370","0","1",1983-01-27,"0",37.5,-122.3,"2",0,"2","3","0",10000,10000
"34372","0","2",1983-01-27,"0",37.1,-122.1,"2",0,"2","3","0",2601.45,11100
"34377","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",1644,50000
"34382","0","2",1999-02-07,"0",38.3,-122.7,"2",0,"2","3","0",17994.28,280000
"34383","0","2",2000-02-13,"0",38.3,-122.7,"2",0,"2","3","0",6516.43,82800
"34384","0","2",1979-01-31,"0",32.8,-117,"2",0,"2","2","0",59.5,45000
"34387","0","1",2002-12-23,"0",38.5,-123.1,"2",0,"2","2","1",8001,38000
"34388","0","2",1980-02-21,"0",32.7,-117,"2",0,"2","2","0",443.82,45000
"34395","0","1",1983-01-27,"0",37.9,-122.5,"2",0,"2","3","0",9346.63,45000
"34396","0","1",1983-01-27,"0",37,-122,"3",0,"3","2","0",1920.4,45000
"34400","0","2",1980-02-19,"0",33.3,-116.4,"2",0,"2","1","0",2204.85,10000
"34404","0","1",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",1158.98,32000
"34410","0","2",1979-01-31,"0",32.7,-117,"2",0,"2","2","0",1362.35,45000
"34411","0","2",1985-11-11,"0",32.7,-117,"2",0,"2","2","0",356,49000
"34412","0","2",1979-01-31,"0",32.8,-117,"2",0,"2","2","0",916.95,45000
"34417","0","2",1998-02-24,"0",33.9,-117.4,"2",0,"2","2","0",1747.42,256000
"34418","0","2",1983-03-02,"0",32.7,-117,"2",0,"2","2","0",360,45000
"34423","0","3",2005-01-10,"0",34.4,-119.2,"2",0,"2","2","1",11640.45,169000
"34425","0","2",1980-02-18,"0",32.7,-116.9,"2",0,"2","3","0",24132.89,200000
"34435","0","2",1983-01-27,"0",34,-118.7,"3",0,"3","2","0",9985.31,245000
"34445","0","2",1979-01-31,"0",32.8,-117,"2",0,"2","3","0",2326.78,10000
"34451","0","2",1983-01-27,"0",37.9,-122.5,"3",0,"3","3","0",19823.28,42900
"34459","0","4",1995-01-09,"0",38.7,-121.5,"2",0,"2","2","0",15400,140000
"34467","0","2",1980-02-21,"0",32.9,-116.9,"2",0,"2","2","0",10000,45000
"34468","0","1",1986-02-18,"0",38,-122.5,"2",0,"3","1","0",2017.5,2100
"34481","0","1",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",6367.23,15000
"34484","0","1",1986-02-17,"0",38.1,-122.3,"2",0,"2","3","0",42500,42500
"34489","0","2",1986-02-17,"0",37.1,-122.1,"1",0,"3","3","0",1314,19400
"34490","0","1",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",2400,24000
"34498","0","2",1983-03-02,"0",33.7,-118,"2",0,"2","2","0",8975.22,45000
"34501","0","2",1983-03-01,"0",33.7,-118,"2",0,"2","2","0",18112.53,130000
"34508","0","2",1983-03-02,"0",32.7,-117,"2",0,"2","2","0",1348.86,38400
"34509","0","2",1983-03-23,"0",32.7,-117,"2",0,"2","2","0",505.8,38400
"34518","0","2",1980-02-20,"0",33,-116.9,"2",0,"2","2","0",875,30000
"34523","0","3",2005-01-10,"0",34.4,-119.3,"3",0,"3","2","1",2485.58,206800
"34526","0","1",1983-01-27,"0",37.9,-122.5,"2",0,"2","3","0",10000,10000
"34527","0","1",1983-01-27,"0",37.9,-122.5,"2",0,"2","3","0",15000,15000
"34534","0","1",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",2857.95,45000
"34536","0","2",1983-01-27,"0",34,-118.6,"3",0,"3","1","0",1950,255000
"34541","0","2",1983-01-27,"0",38.1,-122.6,"2",0,"2","2","0",1531.61,6000
"34549","0","2",1983-01-27,"0",38,-122.5,"2",0,"2","3","0",1800,3800
"34556","0","1",2004-10-17,"0",33.7,-118.1,"2",0,"2","2","1",10303.4,125000
"34557","0","1",2005-12-31,"0",38,-122.5,"3",0,"3","2","1",7081.51,294600
"34563","0","2",1983-01-27,"0",38.3,-122.3,"1",0,"3","2","0",5520.9,45000
"34568","0","1",1983-03-01,"0",37.4,-122,"3",0,"3","3","0",2744.2,25000
"34572","0","1",1983-01-27,"0",35.4,-119,"3",0,"3","2","0",1801,245000
"34574","0","3",1986-02-18,"0",38,-122.4,"2",0,"2","2","0",9648.63,45000
"34576","0","2",2006-01-01,"0",38.3,-122.3,"2",0,"2","2","1",21000,146400
"34577","0","1",1986-02-16,"0",38,-122.5,"2",0,"2","3","0",30656.7,105000
"34580","0","2",1983-01-27,"0",37.3,-122.3,"3",0,"3","2","0",1031.6,10000
"34587","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",3161.67,20000
"34592","0","2",1983-01-27,"0",38,-122.5,"2",0,"2","2","0",327.9,45000
"34594","0","2",1980-02-27,"0",32.9,-116.9,"2",0,"2","3","0",165,12000
"34600","0","2",1980-02-21,"0",33.3,-116.4,"2",0,"2","2","0",4561.43,45000
"34601","0","2",1986-02-14,"0",38.2,-122.6,"2",0,"2","2","0",11000,59400
"34603","0","2",1986-02-20,"0",38,-122.6,"3",0,"3","2","0",1642.3,185000
